gender,income,whatIsYourHeightExpressItAsANumberInMetresM,doYouFeelASenseOfPurposeAndMeaningInYourLife104,howDoYouReconcileSpiritualBeliefsWithScientificOrRationalThinki,howOftenDoYouFeelSociallyConnectedWithYourPeersAndFriends,doYouHaveASupportSystemOfFriendsAndFamilyToTurnToWhenNeeded,howOftenDoYouParticipateInSocialActivitiesIncludingClubsSportsV,doYouFeelComfortableEngagingInConversationsWithPeopleFromDiffer,doYouFeelASenseOfPurposeAndMeaningInYourLife105,alwaysAnxious,alwaysStressed,alwaysAccountableAndResponsibleForYourActions,alwaysCalm,myBodyIsHypermobileAndLovesToMove,alwaysHaveFun,alwaysSerious,alwaysDepressed,alwaysLoveAndCareForYourself,extremelyGoodAbilityToSense,alwaysHaveDigestiveProblems,iAmIntenselyInterestedInOtherPeople,iRarelyWakeUpFeelingRested,iFindMostThingsAmusing,iAmAlwaysCommittedAndInvolved,iDoNotThinkThatTheWorldIsAGoodPlace,iAmWellSatisfiedAboutEverythingInMyLife,iFindBeautyInSomeThings,iAlwaysHaveACheerfulEffectOnOthers,iFeelThatIAmNotEspeciallyInControlOfMyLife,iUsuallyHaveAGoodInfluenceOnEvents,iDontHaveFunWithOtherPeople,alwaysEngageInPreparingAndUsingYourSkillsAndTalentsInOrderToGai,alwaysMakingProgress,extremelyGoodCommunicator,iDontFeelParticularlyPleasedWithTheWayIAm,iFeelThatLifeIsVeryRewarding,iHaveVeryWarmFeelingsTowardsAlmostEveryone,iAmNotParticularlyOptimisticAboutTheFuture,lifeIsGood,iLaughALot,iDontThinkILookAttractive,happiness
Female,0 - 10k,160 - 165,Yes,They are separate,Always,"Yes, I have both",More than three times a week,Never,Yes,0,1,1,0,0,1,0,1,-2,2,0,0,1,0,0,-1,0,1,-2,0,1,0,1,1,0,1,1,2,0,2,-2,-1,-17.0255
Male,150k - 200k,185 - 190,Yes,They conflict,Never,"Yes, I have both",More than three times a week,Never,Yes,-1,-2,1,1,-2,-2,-2,-2,0,0,-1,-1,-1,-2,0,0,1,2,0,-2,-2,-2,2,1,0,-1,1,1,-1,1,1,-1,4.56627
Male,0 - 10k,175 - 180,Yes,They are separate,Sometimes,"Yes, I have both",At least once a month,Never,Yes,-2,0,2,0,-2,1,0,-2,2,0,-2,0,0,2,0,-1,0,1,0,-2,0,-2,2,2,0,0,0,1,-2,1,0,0,-7.23917
Male,120k - 150k,160 - 165,Yes,They are separate,Never,"Yes, I have family",At least once a week,Sometimes,Yes,-1,-2,-2,1,0,0,1,-2,-1,0,-1,1,1,1,2,-2,0,1,0,0,-2,-2,-2,-2,-2,2,0,0,2,0,0,0,0.508975
Female,0 - 10k,160 - 165,Yes,They complement each other,Always,"Yes, I have family",More than three times a week,Rarely,Yes,0,0,0,0,-1,0,1,-2,1,-2,-2,0,0,-2,0,-1,1,1,0,-2,-2,1,0,0,0,2,1,-2,0,2,0,1,-26.3393
Female,120k - 150k,150 - 155,Yes,They are separate,Never,"Yes, I have family",At least once a week,Always,Yes,-2,0,1,0,0,-2,-2,-1,0,1,-1,-2,-1,1,-2,0,-2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,-2,-7.30629
Female,200k above,180 - 185,Yes,They complement each other,Sometimes,"Yes, I have both",No,Rarely,Yes,-2,-2,2,-1,-2,-2,-1,0,1,-2,-1,-2,0,0,0,-2,-2,1,1,-1,-2,-1,0,0,2,-2,2,1,0,0,1,-2,-0.0933059
Male,120k - 150k,175 - 180,Yes,They complement each other,Sometimes,"Yes, I have both",At least once a month,Sometimes,Yes,-1,-1,1,1,1,-1,-1,-1,1,1,-1,1,-1,1,1,-1,0,1,1,-1,1,-1,1,1,1,-1,1,1,-1,1,0,-1,-0.671391
Male,150k - 200k,180 - 185,Yes,They complement each other,Always,"Yes, I have both",More than three times a week,Never,Yes,-1,-2,1,1,1,0,-2,-1,0,1,-2,-1,0,0,-2,-2,0,2,1,-1,0,0,0,0,0,0,-2,-2,0,0,0,-2,17.4284
Female,150k - 200k,150 - 155,Yes,They complement each other,Rarely,"Yes, I have friends",No,Always,Yes,-2,-1,2,-2,-2,-2,1,-2,0,1,-1,-2,-2,-2,2,-1,-1,2,2,-1,2,0,2,1,1,0,2,1,0,0,-2,-1,11.2352
Female,200k above,155 - 160,Yes,They are separate,Sometimes,"Yes, I have family",Rarely,Always,Yes,0,0,1,0,-1,-2,0,-1,-2,0,-1,-1,-2,-2,2,-2,-2,0,-2,0,0,-1,1,0,1,-2,0,-2,-2,1,0,0,14.1282
Female,10k - 15k,165 - 170,Yes,They complement each other,Sometimes,"Yes, I have both",Rarely,Never,Yes,1,1,1,-1,-2,0,1,-2,-1,-1,-2,-1,-1,-1,0,1,-1,0,-2,1,-2,0,-2,-2,-2,1,-2,0,-2,1,-2,0,-13.1674
Female,120k - 150k,155 - 160,Yes,They complement each other,Rarely,"Yes, I have family",At least once a month,Sometimes,Yes,0,1,2,-2,2,0,2,-2,2,0,1,1,2,1,1,-1,0,0,0,-2,0,-2,2,1,1,-1,1,1,-1,1,0,1,-22.0077
Male,0 - 10k,180 - 185,Yes,They complement each other,Rarely,"Yes, I have both",No,Sometimes,No,1,1,1,-1,-2,-1,-2,0,1,-2,-1,-1,0,-2,-2,0,0,0,-2,-2,-2,1,1,0,-1,1,-2,0,0,0,-2,-1,-15.7845
Male,120k - 150k,170 - 175,Yes,They complement each other,Never,"Yes, I have both",No,Rarely,Yes,-2,0,1,1,-2,-2,0,-2,0,-2,-1,-2,-2,-2,0,0,-2,1,0,0,0,0,0,0,0,0,0,1,-2,0,-2,-2,-9.59491
Female,20k - 50k,155 - 160,Yes,They complement each other,Rarely,"Yes, I have both",No,Never,Yes,-2,0,1,-2,1,-2,0,-2,-2,1,-2,0,2,-2,0,-2,-2,0,1,2,0,-2,-1,2,1,-2,-2,-2,0,0,0,1,18.4064
Female,15k - 20k,140 - 150,Yes,They complement each other,Always,"Yes, I have both",More than three times a week,Sometimes,Yes,-1,-1,1,-1,-1,0,0,-1,1,1,-1,-1,-1,0,1,-1,0,1,0,-1,0,-1,0,1,-1,0,1,1,-1,1,1,0,-2.51322
Male,50k - 80k,175 - 180,Yes,They complement each other,Sometimes,"Yes, I have both",At least once a week,Sometimes,Yes,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.16
Male,15k - 20k,160 - 165,Yes,They complement each other,Rarely,"Yes, I have family",At least once a week,Always,No,0,1,-2,0,0,-1,0,0,0,1,-1,-1,-2,0,0,-2,-2,2,0,0,1,0,-2,0,0,-2,2,1,-2,1,-1,0,-17.1976
Female,0 - 10k,160 - 165,Yes,They complement each other,Sometimes,"Yes, I have both",At least once a week,Rarely,Yes,-1,-1,1,-2,-2,0,-2,-1,2,1,-2,0,1,1,0,-2,0,1,0,0,1,-1,1,1,0,-2,0,-2,0,0,0,1,-0.739451
Male,0 - 10k,150 - 155,Yes,They are separate,Never,"Yes, I have both",At least once a month,Never,Yes,-2,-2,0,-1,-2,0,0,-2,1,0,-2,0,1,-2,1,-2,0,0,0,-1,0,-1,1,1,1,-2,1,1,0,0,0,1,-24.8261
Female,50k - 80k,160 - 165,Yes,They are separate,Always,"Yes, I have both",At least once a week,Always,Yes,-2,-2,1,1,1,1,0,-2,2,1,1,0,2,0,2,-2,2,1,1,0,1,0,2,2,2,2,1,1,-2,2,0,-2,14.7175
Male,0 - 10k,170 - 175,Yes,They complement each other,Always,"Yes, I have both",At least once a month,Always,Yes,0,1,1,0,0,0,1,-2,1,1,-1,-1,-1,0,0,-1,0,1,0,1,0,-1,0,0,1,-1,1,2,0,1,0,0,-10.6628
Female,150k - 200k,175 - 180,Yes,They complement each other,Always,"Yes, I have both",Rarely,Never,No,1,1,2,1,1,1,-1,0,0,1,0,1,2,1,2,1,0,2,1,2,1,-2,0,1,1,0,1,1,1,0,1,1,-7.72899
Female,150k - 200k,165 - 170,Yes,They are separate,Rarely,No,At least once a month,Always,Yes,1,-2,2,0,0,2,-2,0,0,2,0,-1,1,-2,-2,-2,-2,1,0,-2,0,-1,1,1,0,1,2,1,-1,0,0,-1,1.93999
Female,0 - 10k,165 - 170,Yes,They complement each other,Never,"Yes, I have both",At least once a week,Sometimes,No,1,2,0,1,0,0,1,0,1,-2,-2,-2,-2,0,-2,0,-2,0,-2,0,0,0,0,0,1,1,-1,0,1,0,-2,0,-16.6453
Male,120k - 150k,175 - 180,Yes,They are separate,Sometimes,"Yes, I have family",No,Never,Yes,1,0,0,1,-2,1,0,0,0,0,0,0,0,1,-2,-1,2,0,0,-2,-2,-1,0,-2,1,2,1,1,2,1,0,0,11.976
Male,20k - 50k,180 - 185,Yes,They are separate,Sometimes,"Yes, I have family",No,Always,Yes,-1,-1,0,1,0,0,-2,-1,0,2,-1,0,-1,-2,0,0,1,2,0,-1,0,-1,0,0,1,-1,1,1,-1,1,0,-1,17.8768
Male,10k - 15k,175 - 180,Yes,They complement each other,Never,"Yes, I have both",At least once a month,Rarely,Yes,-1,0,1,1,1,1,-1,1,2,2,-1,-2,-2,1,0,0,1,2,-2,-1,1,0,2,0,-2,-2,0,1,0,2,0,-1,-4.4622
Male,0 - 10k,165 - 170,Yes,They are separate,Rarely,"Yes, I have both",No,Never,Yes,0,0,0,0,-2,1,0,-2,0,-2,-1,1,-2,2,0,-2,-2,1,0,-2,0,-1,0,1,-2,2,0,1,2,1,2,1,2.50241
Male,150k - 200k,140 - 150,Yes,They conflict,Sometimes,"Yes, I have friends",Rarely,Sometimes,Yes,1,1,1,1,-1,0,0,0,0,1,1,0,0,1,1,2,-2,0,1,2,0,0,-1,0,2,2,-2,-2,0,0,1,1,0.479775
Female,10k - 15k,140 - 150,Yes,They are separate,Rarely,"Yes, I have friends",No,Always,Yes,-2,0,-1,1,-2,1,0,-1,0,-1,2,0,0,0,0,1,0,1,0,-2,1,0,0,0,0,1,1,0,0,1,0,0,-7.17979
Female,0 - 10k,165 - 170,Yes,They complement each other,Always,"Yes, I have both",At least once a week,Always,Yes,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,-1,0,1,1,0,1,-1,1,1,1,-1,1,1,-1,1,2,0,-6.21194
Male,150k - 200k,155 - 160,Yes,They conflict,Rarely,"Yes, I have both",No,Sometimes,Yes,0,-2,1,-1,0,0,0,0,0,0,-2,-2,1,-2,1,0,-1,1,0,0,-2,0,-2,0,0,1,0,0,1,-2,-2,0,-13.0338
Female,10k - 15k,160 - 165,Yes,They conflict,Sometimes,"Yes, I have both",More than three times a week,Never,Yes,-1,-2,2,0,-2,-2,0,-2,-2,0,-2,-2,1,-2,2,0,0,1,-2,0,0,-1,0,1,0,0,1,-2,0,0,2,-2,0.648789
Female,15k - 20k,155 - 160,Yes,They conflict,Always,"Yes, I have both",More than three times a week,Never,Yes,-1,0,2,0,0,2,-1,1,2,2,0,0,0,1,0,-2,0,2,0,0,0,-1,1,2,0,0,1,2,-2,0,0,0,12.1413
Female,0 - 10k,165 - 170,Yes,They are separate,Sometimes,"Yes, I have both",At least once a month,Always,Yes,-2,-1,1,0,0,1,-1,-2,1,0,2,-1,1,1,0,-1,1,1,0,0,0,0,1,1,0,-1,1,-1,-1,2,1,-1,-3.30868
Female,200k above,140 - 150,Yes,They complement each other,Sometimes,"Yes, I have both",No,Rarely,No,-2,1,1,-1,0,-1,0,-2,0,1,1,1,1,-1,0,-2,-1,1,0,2,-2,1,1,0,0,-2,-2,-2,0,-1,0,2,2.94069
Male,0 - 10k,165 - 170,No,They are separate,Rarely,"Yes, I have both",At least once a week,Never,Yes,0,0,1,2,1,0,-1,-2,1,1,-1,1,0,0,1,-2,2,1,1,-2,1,-2,1,1,0,0,2,1,-1,0,0,1,-24.6964
Female,120k - 150k,140 - 150,Yes,They conflict,Never,"Yes, I have both",At least once a month,Sometimes,No,-2,-2,2,2,-2,1,1,-2,2,2,-1,2,-1,1,1,-1,2,1,2,-1,1,0,2,1,1,-1,1,1,2,1,2,1,-5.6086
Female,0 - 10k,155 - 160,Yes,They complement each other,Rarely,"Yes, I have both",At least once a month,Sometimes,Yes,0,-2,1,1,0,1,1,-2,0,1,0,0,-2,-2,-2,0,0,1,-2,-1,-2,-2,-2,1,0,0,1,2,-2,1,0,2,-3.24632
Female,0 - 10k,165 - 170,Yes,They complement each other,Sometimes,"Yes, I have both",At least once a month,Rarely,Yes,-2,-2,0,0,-2,1,1,-2,1,1,1,-1,-2,-2,-2,1,-1,1,-2,2,0,1,0,2,-2,1,0,0,1,1,-2,0,-11.4449
Male,15k - 20k,160 - 165,Yes,They are separate,Sometimes,"Yes, I have both",No,Sometimes,Yes,0,2,-2,-1,0,-2,0,0,0,-2,-2,0,1,-2,0,1,-1,0,-2,0,-2,0,-2,-2,-2,2,-2,-2,1,0,0,0,4.94792
Male,15k - 20k,170 - 175,Yes,They complement each other,Sometimes,"Yes, I have family",At least once a month,Always,Yes,0,1,1,1,-1,0,1,0,-1,0,-1,-1,1,0,0,0,-1,0,-1,0,0,0,-1,0,0,1,0,1,1,0,-1,1,-8.58176
Male,15k - 20k,160 - 165,Yes,They are separate,Rarely,"Yes, I have both",At least once a month,Always,Yes,0,-1,0,2,1,1,1,-1,1,0,-2,1,1,0,0,-1,-2,1,1,-2,1,-2,0,0,0,0,1,1,-2,1,-2,-2,13.781
Male,0 - 10k,175 - 180,Yes,They complement each other,Always,No,At least once a month,Always,Yes,0,-2,1,-2,0,1,0,-2,2,2,-2,0,-1,2,-2,1,-1,1,0,-2,0,-1,1,1,1,0,0,0,-1,0,2,0,-7.68734
Male,0 - 10k,170 - 175,Yes,They are separate,Sometimes,No,No,Rarely,Yes,-2,-2,1,0,-2,0,1,0,0,0,-1,-2,-1,-2,0,0,1,1,-2,-2,-2,-1,0,1,0,1,1,1,-1,1,-2,-2,-28.3703
Female,0 - 10k,155 - 160,Yes,They complement each other,Sometimes,"Yes, I have both",At least once a month,Always,No,1,2,1,-2,0,-1,1,0,0,0,1,0,2,0,-1,0,-1,-1,0,1,0,1,0,0,1,1,-1,0,1,0,0,1,-27.3485
Female,50k - 80k,155 - 160,Yes,They complement each other,Always,"Yes, I have both",At least once a week,Sometimes,Yes,-1,0,1,1,-1,1,1,-1,1,0,-1,0,-1,0,0,1,-1,1,-2,1,0,0,1,1,0,0,-1,-1,1,1,0,0,12.5672
Male,200k above,165 - 170,Yes,They complement each other,Sometimes,"Yes, I have family",No,Rarely,Yes,-2,-2,2,2,0,1,-2,-2,0,2,0,0,0,1,2,1,0,1,2,1,2,-2,1,1,0,0,1,1,-2,1,1,0,9.82629
Male,120k - 150k,165 - 170,Yes,They complement each other,Never,No,At least once a month,Always,Yes,0,1,2,1,2,0,-2,-2,1,2,0,2,0,0,1,-2,0,1,2,-1,2,-1,2,1,2,1,1,1,-2,0,1,-2,0.842494
Male,20k - 50k,180 - 185,Yes,They are separate,Sometimes,"Yes, I have family",At least once a month,Sometimes,Yes,-1,-1,2,-1,-2,-1,-2,-1,-1,2,0,-1,1,-2,-1,1,-2,2,0,1,0,-1,0,-1,-1,0,0,-2,0,-1,0,-2,9.01551
Male,10k - 15k,175 - 180,Yes,They are separate,Never,"Yes, I have both",No,Always,Yes,0,-2,2,2,-2,2,0,-1,1,2,-1,1,-1,1,2,-2,0,1,0,-1,-2,0,1,1,0,0,0,1,1,0,1,1,10.0247
Female,15k - 20k,160 - 165,No,They complement each other,Rarely,"Yes, I have friends",At least once a month,Sometimes,Yes,-2,-2,2,2,0,2,-2,-1,0,2,0,1,0,0,2,0,0,2,1,-2,1,-2,1,2,0,-2,1,2,-1,2,1,0,-4.35649
Female,10k - 15k,155 - 160,Yes,They complement each other,Sometimes,"Yes, I have family",No,Never,Yes,-2,0,1,-1,1,-2,-1,-1,0,0,-1,-2,0,0,0,0,-2,0,2,-1,0,-2,0,0,1,0,0,-2,0,0,0,0,-1.40674
Female,80k - 120k,160 - 165,Yes,They conflict,Rarely,No,Rarely,Always,No,1,1,1,0,1,0,1,0,0,1,1,-1,1,-1,1,0,0,-1,0,0,1,0,-1,1,0,0,1,1,0,1,1,0,26.5692
Female,150k - 200k,155 - 160,Yes,They complement each other,Sometimes,"Yes, I have both",At least once a month,Sometimes,Yes,0,0,-2,-2,1,-2,-2,0,0,-2,1,-1,-2,0,-2,1,0,1,-1,0,0,-2,0,0,0,0,-2,-2,1,0,2,0,-3.75579
Male,10k - 15k,165 - 170,Yes,They conflict,Rarely,"Yes, I have both",More than three times a week,Rarely,No,-2,-1,1,-1,-2,-1,0,-2,0,0,-2,0,-2,0,1,-1,0,1,0,-2,1,-2,-2,0,1,0,0,0,0,1,0,0,-0.209215
Male,120k - 150k,180 - 185,Yes,They are separate,Sometimes,No,At least once a month,Always,Yes,0,-2,1,0,0,2,0,-1,1,0,1,1,-2,2,1,0,0,1,0,-1,1,-1,1,1,-2,1,1,2,1,1,2,0,11.3909
Male,0 - 10k,170 - 175,Yes,They complement each other,Sometimes,"Yes, I have both",No,Always,Yes,0,0,0,1,-2,-1,-2,-1,0,0,-2,-2,2,-2,0,-2,-2,0,0,0,0,0,-2,-2,-1,2,1,-2,1,0,-2,-2,-18.3174
Male,0 - 10k,175 - 180,Yes,They conflict,Sometimes,"Yes, I have both",More than three times a week,Sometimes,Yes,-2,-2,2,0,-1,0,-1,-1,0,-2,-2,0,-1,-1,-1,0,-2,0,1,-2,-2,-1,-2,1,0,1,-2,0,-2,0,-2,-2,-4.50545
Female,0 - 10k,165 - 170,Yes,They complement each other,Sometimes,"Yes, I have both",At least once a month,Always,Yes,-1,-1,2,1,-2,1,-2,-1,2,1,-1,0,0,1,0,-2,2,0,-2,-2,2,-1,2,2,1,0,2,1,-1,2,0,1,-14.3089
Female,200k above,155 - 160,Yes,They are separate,Rarely,"Yes, I have family",No,Sometimes,Yes,-2,0,0,-1,0,0,0,1,0,1,2,0,0,-2,0,1,1,1,1,0,1,-1,0,0,-1,0,1,1,0,1,1,1,6.18427
Male,0 - 10k,170 - 175,Yes,They complement each other,Rarely,"Yes, I have both",More than three times a week,Rarely,Yes,0,0,1,0,2,1,-2,0,0,2,-1,-2,1,0,-2,1,-2,0,0,-2,0,-2,0,0,1,1,-2,1,1,-2,0,1,-14.251
Female,50k - 80k,165 - 170,Yes,They complement each other,Sometimes,No,At least once a month,Always,Yes,-2,-1,1,1,1,-2,-2,-1,2,1,0,-1,1,0,0,-2,0,1,1,-2,1,-2,1,-2,1,-2,1,-1,0,0,1,-2,15.6121
Male,0 - 10k,160 - 165,Yes,They complement each other,Never,"Yes, I have both",At least once a week,Never,Yes,-2,-1,0,0,1,-2,-1,-1,-2,1,-1,0,0,-2,-1,2,0,1,1,-2,0,0,2,0,-2,0,0,0,0,0,-2,1,-5.30062
Other,0 - 10k,175 - 180,Yes,They complement each other,Rarely,"Yes, I have family",No,Rarely,Yes,1,2,-2,-1,1,0,1,1,-2,0,0,-2,1,1,-2,1,-1,1,0,0,0,0,-1,0,0,1,-2,0,2,0,1,0,-6.4565
Female,120k - 150k,155 - 160,Yes,They complement each other,Sometimes,"Yes, I have family",At least once a week,Never,Yes,-1,-1,2,2,2,2,-2,-1,2,2,-2,2,-2,2,2,-1,2,1,0,-1,0,-1,2,2,2,-1,2,2,-1,2,1,-2,11.1776
Male,20k - 50k,170 - 175,Yes,They complement each other,Rarely,No,More than three times a week,Rarely,Yes,1,1,0,2,1,0,0,1,1,0,1,2,2,0,1,0,1,0,-2,0,-2,-1,1,0,-1,-2,2,1,-1,0,0,2,10.0462
Female,200k above,160 - 165,Yes,They conflict,Rarely,"Yes, I have both",At least once a week,Always,Yes,0,-2,2,1,-2,1,-2,-2,0,1,0,1,2,1,2,-1,0,1,1,0,1,-1,0,2,1,-2,0,2,-2,1,1,0,20.2774
Male,120k - 150k,175 - 180,Yes,They conflict,Rarely,"Yes, I have family",No,Never,No,-1,-1,1,2,0,2,-2,-1,1,1,-1,-2,-1,1,0,-2,0,1,1,-1,1,-1,2,2,1,-1,0,1,-1,0,2,0,4.39478
Male,0 - 10k,165 - 170,Yes,They complement each other,Sometimes,"Yes, I have family",Rarely,Always,Yes,0,-1,0,-1,0,-2,1,-2,0,0,0,1,0,-2,0,-1,-2,1,0,1,0,-2,1,0,-1,0,2,-2,-2,1,0,-1,-14.2762
Male,0 - 10k,175 - 180,Yes,They complement each other,Sometimes,"Yes, I have both",At least once a week,Always,Yes,0,-1,1,1,0,1,-1,-1,0,1,-2,1,0,0,1,-1,1,1,1,-1,0,-1,0,1,1,0,1,1,-1,1,1,0,-1.73911
Female,15k - 20k,150 - 155,Yes,They complement each other,Rarely,"Yes, I have both",No,Rarely,No,2,1,-2,-1,-2,1,0,1,-2,0,1,0,1,0,1,0,-1,1,1,1,-2,2,1,-2,-2,0,0,-2,1,0,2,2,-7.33104
Female,0 - 10k,165 - 170,Yes,They conflict,Sometimes,"Yes, I have both",At least once a week,Always,Yes,-2,-1,1,-1,0,1,-1,-2,1,1,-1,1,1,1,1,-1,1,1,1,-1,1,-1,1,1,1,-1,1,1,-1,1,1,-1,-3.43577
Male,0 - 10k,155 - 160,Yes,They complement each other,Always,"Yes, I have both",More than three times a week,Rarely,Yes,0,2,-2,-1,1,-1,0,1,-1,-2,0,-2,2,-1,1,0,-1,1,-2,2,-2,1,-1,-1,0,2,-1,0,1,-2,-2,1,-31.5901
Male,50k - 80k,170 - 175,Yes,They conflict,Sometimes,"Yes, I have both",No,Never,Yes,-1,-2,1,-2,-2,-2,0,-2,1,0,-2,1,-1,0,2,2,2,0,0,1,0,0,1,1,1,-1,0,0,0,1,0,-2,24.3218
Female,0 - 10k,170 - 175,Yes,They are separate,Rarely,"Yes, I have family",No,Rarely,Yes,-2,0,0,-1,0,-2,-2,-2,-2,0,1,0,-2,-2,-2,-2,1,0,0,1,0,2,0,0,-2,1,0,-2,0,0,0,1,-1.89394
Male,0 - 10k,180 - 185,Yes,They complement each other,Sometimes,"Yes, I have family",More than three times a week,Sometimes,Yes,-1,-2,0,1,-1,1,0,-1,0,0,0,0,0,0,1,-1,1,1,0,-2,-2,0,-2,1,-2,-1,0,1,0,1,0,-2,-10.7478
Male,0 - 10k,175 - 180,Yes,They are separate,Sometimes,"Yes, I have both",At least once a month,Rarely,Yes,-1,0,1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,-4.25518
Male,0 - 10k,160 - 165,Yes,They are separate,Never,"Yes, I have both",No,Sometimes,Yes,1,1,1,1,2,0,0,1,-2,2,-1,1,0,0,1,-2,0,1,0,0,-2,0,-2,0,1,2,1,2,-2,1,0,-2,-20.6593
Male,0 - 10k,165 - 170,Yes,They complement each other,Sometimes,"Yes, I have both",No,Sometimes,Yes,-2,0,2,0,0,0,-2,-2,0,1,-2,-1,0,1,2,-2,2,1,0,-2,2,-1,1,1,2,-2,0,2,-2,2,0,-1,-18.0027
Male,15k - 20k,185 - 190,Yes,They are separate,Rarely,"Yes, I have both",More than three times a week,Never,Yes,-1,-1,2,2,2,2,-2,-1,2,2,-2,1,1,1,1,1,0,1,1,-2,2,-1,1,1,2,0,1,0,-1,1,2,-1,27.7621
Male,150k - 200k,180 - 185,Yes,They conflict,Always,"Yes, I have family",No,Always,No,-1,-1,2,-2,-2,0,1,-2,0,2,-2,2,1,1,0,-2,0,1,-2,0,0,0,0,0,0,0,0,0,0,0,-2,0,16.4015
Male,150k - 200k,150 - 155,Yes,They are separate,Sometimes,"Yes, I have both",At least once a month,Always,Yes,-1,-2,1,2,1,0,-2,-1,1,2,-2,0,-1,0,2,-2,1,1,2,-1,2,-1,2,2,1,-1,2,1,-1,1,1,-1,4.03683
Female,10k - 15k,170 - 175,Yes,They conflict,Sometimes,"Yes, I have both",More than three times a week,Always,Yes,-2,-1,0,1,-2,-1,-2,-1,0,1,-1,0,-2,-2,0,0,1,1,0,-2,0,0,-2,-2,0,0,0,0,0,1,-2,-2,-3.13074
Male,0 - 10k,180 - 185,Yes,They are separate,Rarely,"Yes, I have family",At least once a week,Sometimes,Yes,-1,0,0,-1,-1,-1,0,-1,-1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,-1,0,-1,0,-2.92369
Male,10k - 15k,170 - 175,Yes,They conflict,Always,"Yes, I have both",At least once a week,Always,Yes,-2,0,2,0,2,1,-1,-1,1,1,-2,-1,-1,-1,1,-1,1,2,1,-1,0,-2,2,1,-1,-1,2,1,-1,1,0,-1,-4.93169
Female,15k - 20k,150 - 155,Yes,They complement each other,Sometimes,"Yes, I have both",More than three times a week,Always,Yes,0,0,1,1,1,1,-2,-1,1,2,0,0,-2,1,1,-1,0,0,1,0,0,-1,1,1,2,1,2,1,-2,2,1,2,6.87042
Female,150k - 200k,165 - 170,Yes,They complement each other,Rarely,"Yes, I have family",More than three times a week,Always,No,0,0,2,1,0,-2,1,-2,0,0,0,0,0,0,1,0,1,0,-2,-1,-2,0,1,1,1,-1,1,0,0,-2,0,-2,-6.39584
Female,50k - 80k,155 - 160,Yes,They complement each other,Never,"Yes, I have family",No,Rarely,Yes,0,1,0,2,-2,0,1,1,1,1,0,1,0,0,0,2,1,1,0,-2,-2,0,1,2,0,-2,0,1,2,1,0,0,1.34061
Female,0 - 10k,160 - 165,Yes,They complement each other,Always,"Yes, I have both",At least once a week,Always,Yes,-2,0,0,-2,0,-2,-1,0,1,-2,-1,-2,2,0,1,0,1,2,0,-2,-2,1,0,1,1,0,1,1,0,1,0,0,-39.4755
Female,0 - 10k,150 - 155,Yes,They complement each other,Sometimes,"Yes, I have family",Rarely,Always,Yes,-1,-1,2,0,0,2,-1,0,1,1,0,0,2,0,2,-1,1,0,2,-2,2,-1,1,2,2,-2,2,2,1,1,2,-1,-6.09718
Male,15k - 20k,170 - 175,Yes,They are separate,Sometimes,"Yes, I have both",At least once a week,Always,Yes,-1,-2,1,2,-1,-2,0,-1,0,2,-1,-1,1,0,0,0,1,2,-2,1,-2,-1,-2,0,0,0,1,-2,1,0,1,0,11.3619
Female,80k - 120k,150 - 155,No,They complement each other,Sometimes,"Yes, I have friends",More than three times a week,Sometimes,Yes,1,1,1,1,0,0,0,1,2,2,1,1,0,-2,1,1,1,1,0,2,0,2,1,1,1,-2,0,1,-1,1,0,0,24.6668
Male,10k - 15k,180 - 185,Yes,They complement each other,Sometimes,"Yes, I have both",At least once a month,Always,Yes,2,-2,1,2,1,2,0,0,0,2,2,1,2,1,1,-2,0,0,1,0,0,-2,0,1,-2,-2,2,2,1,1,2,-2,-2.17895
Male,120k - 150k,165 - 170,Yes,They are separate,Rarely,"Yes, I have both",Rarely,Rarely,No,0,1,0,-2,1,-2,0,0,0,1,-1,0,1,0,-2,-2,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,-2.54723
Female,120k - 150k,165 - 170,Yes,They complement each other,Sometimes,"Yes, I have both",Rarely,Always,Yes,-1,-1,1,0,-1,-2,-1,-1,0,0,-2,-2,-2,0,1,-2,0,0,0,-2,0,-2,2,1,-2,-1,0,0,0,1,-2,-1,13.7843
Male,10k - 15k,165 - 170,Yes,They are separate,Rarely,"Yes, I have both",Rarely,Sometimes,Yes,0,1,0,-1,0,-2,0,0,0,0,-2,0,2,-2,0,-1,-1,0,1,-2,-1,-2,0,0,-1,1,0,0,-2,-2,1,1,-5.55182
Female,15k - 20k,170 - 175,Yes,They complement each other,Rarely,No,At least once a month,Always,Yes,-1,-1,2,0,-2,1,1,-1,1,1,-2,-2,0,0,1,-2,1,1,-2,0,0,-1,1,0,0,-1,0,-2,-1,1,1,-1,5.92284
